table,j,K,year,alt_km,F_years,corrected
8.8,8,1.0,2013,600,14.522,
8.8,8,1.0,2013,800,15.278,
8.8,8,1.0,2013,1000,15.604,
8.8,8,1.0,2013,1200,15.911,
8.8,8,1.0,2013,1400,15.814,
8.8,8,1.0,2014,200,23.62,
8.8,8,1.0,2014,400,19.538,
8.8,8,1.0,2014,600,15.564,
8.8,8,1.0,2014,800,16.471,
8.8,8,1.0,2014,1000,16.85,
8.8,8,1.0,2014,1200,17.207,
8.8,8,1.0,2014,1400,17.092,
8.8,8,1.0,2015,200,24.805,
8.8,8,1.0,2015,400,20.607,
8.8,8,1.0,2015,600,16.645,
8.8,8,1.0,2015,800,17.689,
8.8,8,1.0,2015,1000,18.116,
8.8,8,1.0,2015,1200,18.523,
8.8,8,1.0,2015,1400,18.39,
8.8,8,1.0,2016,200,26.046,
8.8,8,1.0,2016,400,21.744,
8.8,8,1.0,2016,600,17.765,
8.8,8,1.0,2016,800,18.931,
8.8,8,1.0,2016,1000,19.403,
8.8,8,1.0,2016,1200,19.861,
8.8,8,1.0,2016,1400,19.709,
8.8,8,1.0,2017,200,27.334,
8.8,8,1.0,2017,400,22.944,
8.8,8,1.0,2017,600,18.923,
8.8,8,1.0,2017,800,20.198,
8.8,8,1.0,2017,1000,20.711,
8.8,8,1.0,2017,1200,21.218,
8.8,8,1.0,2017,1400,21.048,
8.8,8,1.0,2018,200,29.134,
8.8,8,1.0,2018,400,24.464,
8.8,8,1.0,2018,600,20.129,
8.8,8,1.0,2018,800,21.49,
8.8,8,1.0,2018,1000,22.042,
8.8,8,1.0,2018,1200,22.597,
8.8,8,1.0,2018,1400,22.409,
8.8,8,1.0,2019,200,31.419,
8.8,8,1.0,2019,400,26.288,
8.8,8,1.0,2019,600,21.383,
8.8,8,1.0,2019,800,22.808,
8.8,8,1.0,2019,1000,23.394,
8.8,8,1.0,2019,1200,23.996,
8.8,8,1.0,2019,1400,23.79,
8.8,8,1.0,2020,200,34.165,
8.8,8,1.0,2020,400,28.406,
8.8,8,1.0,2020,600,22.684,
8.8,8,1.0,2020,800,24.152,
8.8,8,1.0,2020,1000,24.769,
8.8,8,1.0,2020,1200,25.416,
8.8,8,1.0,2020,1400,25.192,
8.8,8,1.0,2021,200,36.257,
8.8,8,1.0,2021,400,30.207,
8.8,8,1.0,2021,600,24.018,
8.8,8,1.0,2021,800,25.52,
8.8,8,1.0,2021,1000,26.165,
8.8,8,1.0,2021,1200,26.856,
8.8,8,1.0,2021,1400,26.615,
8.8,8,1.0,2022,200,37.868,
8.8,8,1.0,2022,400,31.653,
8.8,8,1.0,2022,600,25.311,
8.8,8,1.0,2022,800,26.899,
8.8,8,1.0,2022,1000,27.576,
8.8,8,1.0,2022,1200,28.319,
8.8,8,1.0,2022,1400,28.057,
8.8,8,1.0,2023,200,39.924,
8.8,8,1.0,2023,400,33.191,
8.8,8,1.0,2023,600,26.484,
8.8,8,1.0,2023,800,28.24,
8.8,8,1.0,2023,1000,28.987,
8.8,8,1.0,2023,1200,29.804,
8.8,8,1.0,2023,1400,29.515,
8.8,8,1.0,2024,200,41.29,
8.8,8,1.0,2024,400,34.348,
8.8,8,1.0,2024,600,27.646,
8.8,8,1.0,2024,800,29.593,
8.8,8,1.0,2024,1000,30.413,
8.8,8,1.0,2024,1200,31.312,
8.8,8,1.0,2024,1400,30.992,
8.8,8,1.0,2025,200,42.433,
8.8,8,1.0,2025,400,35.381,
8.8,8,1.0,2025,600,28.801,
8.8,8,1.0,2025,800,30.959,
8.8,8,1.0,2025,1000,31.857,
8.8,8,1.0,2025,1200,32.842,
8.8,8,1.0,2025,1400,32.488,
8.9,1,0.5,2000,200,1.0,
8.9,1,0.5,2000,400,1.0,
8.9,1,0.5,2000,600,1.0,
8.9,1,0.5,2000,800,1.0,
8.9,1,0.5,2000,1000,1.0,
8.9,1,0.5,2000,1200,1.0,
8.9,1,0.5,2000,1400,1.0,
8.9,1,0.5,2001,200,2.382,
8.9,1,0.5,2001,400,2.116,
8.9,1,0.5,2001,600,1.86,
8.9,1,0.5,2001,800,1.938,
8.9,1,0.5,2001,1000,1.985,
8.9,1,0.5,2001,1200,2.023,
8.9,1,0.5,2001,1400,2.012,
8.9,1,0.5,2002,200,3.571,
8.9,1,0.5,2002,400,3.12,
8.9,1,0.5,2002,600,2.706,
8.9,1,0.5,2002,800,2.883,
8.9,1,0.5,2002,1000,2.986,
8.9,1,0.5,2002,1200,3.068,
8.9,1,0.5,2002,1400,3.041,
8.9,1,0.5,2003,200,4.693,
8.9,1,0.5,2003,400,4.077,
8.9,1,0.5,2003,600,3.539,
8.9,1,0.5,2003,800,3.836,
8.9,1,0.5,2003,1000,4.003,
8.9,1,0.5,2003,1200,4.138,
8.9,1,0.5,2003,1400,4.089,
8.9,1,0.5,2004,200,5.972,
8.9,1,0.5,2004,400,5.151,
8.9,1,0.5,2004,600,4.416,
8.9,1,0.5,2004,800,4.819,
8.9,1,0.5,2004,1000,5.041,
8.9,1,0.5,2004,1200,5.228,
8.9,1,0.5,2004,1400,5.156,
8.9,1,0.5,2005,200,7.348,
8.9,1,0.5,2005,400,6.306,
8.9,1,0.5,2005,600,5.335,
8.9,1,0.5,2005,800,5.83,
8.9,1,0.5,2005,1000,6.103,
8.9,1,0.5,2005,1200,6.341,
8.9,1,0.5,2005,1400,6.242,
8.9,1,0.5,2006,200,8.492,
8.9,1,0.5,2006,400,7.332,
8.9,1,0.5,2006,600,6.262,
8.9,1,0.5,2006,800,6.854,
8.9,1,0.5,2006,1000,7.173,
8.9,1,0.5,2006,1200,7.465,
8.9,1,0.5,2006,1400,7.335,
8.9,1,0.5,2007,200,9.832,
8.9,1,0.5,2007,400,8.492,
8.9,1,0.5,2007,600,7.224,
8.9,1,0.5,2007,800,7.893,
8.9,1,0.5,2007,1000,8.255,
8.9,1,0.5,2007,1200,8.601,
8.9,1,0.5,2007,1400,8.438,
8.9,1,0.5,2008,200,11.35,
8.9,1,0.5,2008,400,9.776,
8.9,1,0.5,2008,600,8.221,
8.9,1,0.5,2008,800,8.947,
8.9,1,0.5,2008,1000,9.348,
8.9,1,0.5,2008,1200,9.748,
8.9,1,0.5,2008,1400,9.552,
8.9,1,0.5,2009,200,13.031,
8.9,1,0.5,2009,400,11.174,
8.9,1,0.5,2009,600,9.252,
8.9,1,0.5,2009,800,10.017,
8.9,1,0.5,2009,1000,10.453,
8.9,1,0.5,2009,1200,10.907,
8.9,1,0.5,2009,1400,10.676,
8.9,1,0.5,2010,200,14.364,
8.9,1,0.5,2010,400,12.375,
8.9,1,0.5,2010,600,10.286,
8.9,1,0.5,2010,800,11.099,
8.9,1,0.5,2010,1000,11.566,
8.9,1,0.5,2010,1200,12.077,
8.9,1,0.5,2010,1400,11.807,
8.9,1,0.5,2011,200,15.299,
8.9,1,0.5,2011,400,13.289,
8.9,1,0.5,2011,600,11.252,
8.9,1,0.5,2011,800,12.166,
8.9,1,0.5,2011,1000,12.681,
8.9,1,0.5,2011,1200,13.261,
8.9,1,0.5,2011,1400,12.944,
8.9,1,0.5,2012,200,16.32,
8.9,1,0.5,2012,400,14.162,
8.9,1,0.5,2012,600,12.068,
8.9,1,0.5,2012,800,13.154,
8.9,1,0.5,2012,1000,13.766,
8.9,1,0.5,2012,1200,14.458,
8.9,1,0.5,2012,1400,14.08,
8.9,1,0.5,2013,200,17.072,
8.9,1,0.5,2013,400,14.869,
8.9,1,0.5,2013,600,12.848,
8.9,1,0.5,2013,800,14.133,
8.9,1,0.5,2013,1000,14.853,
8.9,1,0.5,2013,1200,15.669,
8.9,1,0.5,2013,1400,15.222,
8.9,1,0.5,2014,200,17.727,
8.9,1,0.5,2014,400,15.503,
8.9,1,0.5,2014,600,13.596,
8.9,1,0.5,2014,800,15.104,
8.9,1,0.5,2014,1000,15.942,
8.9,1,0.5,2014,1200,16.893,
8.9,1,0.5,2014,1400,16.37,
8.9,1,0.5,2015,200,18.425,
8.9,1,0.5,2015,400,16.171,
8.9,1,0.5,2015,600,14.358,
8.9,1,0.5,2015,800,16.089,
8.9,1,0.5,2015,1000,17.041,
8.9,1,0.5,2015,1200,18.129,
8.9,1,0.5,2015,1400,17.525,
8.9,1,0.5,2016,200,19.146,
8.9,1,0.5,2016,400,16.861,
8.9,1,0.5,2016,600,15.135,
8.9,1,0.5,2016,800,17.086,
8.9,1,0.5,2016,1000,18.149,
8.9,1,0.5,2016,1200,19.377,
8.9,1,0.5,2016,1400,18.687,
8.9,1,0.5,2017,200,19.882,
8.9,1,0.5,2017,400,17.565,
8.9,1,0.5,2017,600,15.927,
8.9,1,0.5,2017,800,18.097,
8.9,1,0.5,2017,1000,19.267,
8.9,1,0.5,2017,1200,20.637,
8.9,1,0.5,2017,1400,19.856,
8.9,1,0.5,2018,200,20.845,
8.9,1,0.5,2018,400,18.421,
8.9,1,0.5,2018,600,16.755,
8.9,1,0.5,2018,800,19.123,
8.9,1,0.5,2018,1000,20.396,
8.9,1,0.5,2018,1200,21.908,
8.9,1,0.5,2018,1400,21.036,
8.9,1,0.5,2019,200,22.015,
8.9,1,0.5,2019,400,19.415,
8.9,1,0.5,2019,600,17.619,
8.9,1,0.5,2019,800,20.164,
8.9,1,0.5,2019,1000,21.536,
8.9,1,0.5,2019,1200,23.191,
8.9,1,0.5,2019,1400,22.226,
8.9,1,0.5,2020,200,23.374,
8.9,1,0.5,2020,400,20.539,
8.9,1,0.5,2020,600,18.518,
8.9,1,0.5,2020,800,21.222,
8.9,1,0.5,2020,1000,22.689,
8.9,1,0.5,2020,1200,24.486,
8.9,1,0.5,2020,1400,23.426,
8.9,1,0.5,2021,200,24.499,
8.9,1,0.5,2021,400,21.536,
8.9,1,0.5,2021,600,19.427,
8.9,1,0.5,2021,800,22.291,
8.9,1,0.5,2021,1000,23.85,
8.9,1,0.5,2021,1200,25.793,
8.9,1,0.5,2021,1400,24.633,
8.9,1,0.5,2022,200,25.317,
8.9,1,0.5,2022,400,22.322,
8.9,1,0.5,2022,600,20.29,
8.9,1,0.5,2022,800,23.349,
8.9,1,0.5,2022,1000,25.013,
8.9,1,0.5,2022,1200,27.114,
8.9,1,0.5,2022,1400,25.846,
8.9,1,0.5,2023,200,26.237,
8.9,1,0.5,2023,400,23.104,
8.9,1,0.5,2023,600,21.04,
8.9,1,0.5,2023,800,24.335,
8.9,1,0.5,2023,1000,26.147,
8.9,1,0.5,2023,1200,28.448,
8.9,1,0.5,2023,1400,27.057,
8.9,1,0.5,2024,200,26.937,
8.9,1,0.5,2024,400,23.753,
8.9,1,0.5,2024,600,21.764,
8.9,1,0.5,2024,800,25.313,
8.9,1,0.5,2024,1000,27.284,
8.9,1,0.5,2024,1200,29.797,
8.9,1,0.5,2024,1400,28.274,
8.9,1,0.5,2025,200,27.562,
8.9,1,0.5,2025,400,24.348,
8.9,1,0.5,2025,600,22.465,
8.9,1,0.5,2025,800,26.285,
8.9,1,0.5,2025,1000,28.423,
8.9,1,0.5,2025,1200,31.16,
8.9,1,0.5,2025,1400,29.496,
8.10,2,0.5,2000,200,1.0,
8.10,2,0.5,2000,400,1.0,
8.10,2,0.5,2000,600,1.0,
8.10,2,0.5,2000,800,1.0,
8.10,2,0.5,2000,1000,1.0,
8.10,2,0.5,2000,1200,1.0,
8.10,2,0.5,2000,1400,1.0,
8.10,2,0.5,2001,200,2.514,
8.10,2,0.5,2001,400,2.182,
8.10,2,0.5,2001,600,1.848,
8.10,2,0.5,2001,800,1.933,
8.10,2,0.5,2001,1000,1.982,
8.10,2,0.5,2001,1200,2.022,
8.10,2,0.5,2001,1400,2.011,
8.10,2,0.5,2002,200,3.809,
8.10,2,0.5,2002,400,3.238,
8.10,2,0.5,2002,600,2.687,
8.10,2,0.5,2002,800,2.872,
8.10,2,0.5,2002,1000,2.978,
8.10,2,0.5,2002,1200,3.068,
8.10,2,0.5,2002,1400,3.039,
8.10,2,0.5,2003,200,5.039,
8.10,2,0.5,2003,400,4.249,
8.10,2,0.5,2003,600,3.516,
8.10,2,0.5,2003,800,3.818,
8.10,2,0.5,2003,1000,3.99,
8.10,2,0.5,2003,1200,4.137,
8.10,2,0.5,2003,1400,4.084,
8.10,2,0.5,2004,200,6.417,
8.10,2,0.5,2004,400,5.377,
8.10,2,0.5,2004,600,4.391,
8.10,2,0.5,2004,800,4.795,
8.10,2,0.5,2004,1000,5.025,
8.10,2,0.5,2004,1200,5.228,
8.10,2,0.5,2004,1400,5.149,
8.10,2,0.5,2005,200,7.873,
8.10,2,0.5,2005,400,6.58,
8.10,2,0.5,2005,600,5.311,
8.10,2,0.5,2005,800,5.803,
8.10,2,0.5,2005,1000,6.083,
8.10,2,0.5,2005,1200,6.34,
8.10,2,0.5,2005,1400,6.233,
8.10,2,0.5,2006,200,9.04,
8.10,2,0.5,2006,400,7.626,
8.10,2,0.5,2006,600,6.237,
8.10,2,0.5,2006,800,6.822,
8.10,2,0.5,2006,1000,7.149,
8.10,2,0.5,2006,1200,7.464,
8.10,2,0.5,2006,1400,7.323,
8.10,2,0.5,2007,200,10.431,
8.10,2,0.5,2007,400,8.822,
8.10,2,0.5,2007,600,7.201,
8.10,2,0.5,2007,800,7.858,
8.10,2,0.5,2007,1000,8.227,
8.10,2,0.5,2007,1200,8.599,
8.10,2,0.5,2007,1400,8.424,
8.10,2,0.5,2008,200,12.023,
8.10,2,0.5,2008,400,10.155,
8.10,2,0.5,2008,600,8.201,
8.10,2,0.5,2008,800,8.91,
8.10,2,0.5,2008,1000,9.317,
8.10,2,0.5,2008,1200,9.746,
8.10,2,0.5,2008,1400,9.535,
8.10,2,0.5,2009,200,13.795,
8.10,2,0.5,2009,400,11.615,
8.10,2,0.5,2009,600,9.237,
8.10,2,0.5,2009,800,9.978,
8.10,2,0.5,2009,1000,10.417,
8.10,2,0.5,2009,1200,10.904,
8.10,2,0.5,2009,1400,10.656,
8.10,2,0.5,2010,200,15.145,
8.10,2,0.5,2010,400,12.837,
8.10,2,0.5,2010,600,10.275,
8.10,2,0.5,2010,800,11.057,
8.10,2,0.5,2010,1000,11.527,
8.10,2,0.5,2010,1200,12.073,
8.10,2,0.5,2010,1400,11.783,
8.10,2,0.5,2011,200,16.12,
8.10,2,0.5,2011,400,13.774,
8.10,2,0.5,2011,600,11.244,
8.10,2,0.5,2011,800,12.12,
8.10,2,0.5,2011,1000,12.637,
8.10,2,0.5,2011,1200,13.256,
8.10,2,0.5,2011,1400,12.916,
8.10,2,0.5,2012,200,17.229,
8.10,2,0.5,2012,400,14.69,
8.10,2,0.5,2012,600,12.052,
8.10,2,0.5,2012,800,13.099,
8.10,2,0.5,2012,1000,13.713,
8.10,2,0.5,2012,1200,14.452,
8.10,2,0.5,2012,1400,14.047,
8.10,2,0.5,2013,200,18.042,
8.10,2,0.5,2013,400,15.425,
8.10,2,0.5,2013,600,12.827,
8.10,2,0.5,2013,800,14.067,
8.10,2,0.5,2013,1000,14.791,
8.10,2,0.5,2013,1200,15.662,
8.10,2,0.5,2013,1400,15.183,
8.10,2,0.5,2014,200,18.762,
8.10,2,0.5,2014,400,16.09,
8.10,2,0.5,2014,600,13.572,
8.10,2,0.5,2014,800,15.028,
8.10,2,0.5,2014,1000,15.871,
8.10,2,0.5,2014,1200,16.885,
8.10,2,0.5,2014,1400,16.324,
8.10,2,0.5,2015,200,19.511,
8.10,2,0.5,2015,400,16.784,
8.10,2,0.5,2015,600,14.334,
8.10,2,0.5,2015,800,16.002,
8.10,2,0.5,2015,1000,16.96,
8.10,2,0.5,2015,1200,18.119,
8.10,2,0.5,2015,1400,17.472,
8.10,2,0.5,2016,200,20.27,
8.10,2,0.5,2016,400,17.496,
8.10,2,0.5,2016,600,15.111,
8.10,2,0.5,2016,800,16.99,
8.10,2,0.5,2016,1000,18.058,
8.10,2,0.5,2016,1200,19.365,
8.10,2,0.5,2016,1400,18.627,
8.10,2,0.5,2017,200,21.031,
8.10,2,0.5,2017,400,18.218,
8.10,2,0.5,2017,600,15.904,
8.10,2,0.5,2017,800,17.99,
8.10,2,0.5,2017,1000,19.166,
8.10,2,0.5,2017,1200,20.623,
8.10,2,0.5,2017,1400,19.789,
8.10,2,0.5,2018,200,22.05,
8.10,2,0.5,2018,400,19.11,
8.10,2,0.5,2018,600,16.736,
8.10,2,0.5,2018,800,19.008,
8.10,2,0.5,2018,1000,20.286,
8.10,2,0.5,2018,1200,21.892,
8.10,2,0.5,2018,1400,20.962,
8.10,2,0.5,2019,200,23.3,
8.10,2,0.5,2019,400,20.155,
8.10,2,0.5,2019,600,17.604,
8.10,2,0.5,2019,800,20.041,
8.10,2,0.5,2019,1000,21.417,
8.10,2,0.5,2019,1200,23.173,
8.10,2,0.5,2019,1400,22.144,
8.10,2,0.5,2020,200,24.756,
8.10,2,0.5,2020,400,21.341,
8.10,2,0.5,2020,600,18.51,
8.10,2,0.5,2020,800,21.091,
8.10,2,0.5,2020,1000,22.559,
8.10,2,0.5,2020,1200,24.466,
8.10,2,0.5,2020,1400,23.336,
8.10,2,0.5,2021,200,25.912,
8.10,2,0.5,2021,400,22.366,
8.10,2,0.5,2021,600,19.425,
8.10,2,0.5,2021,800,22.153,
8.10,2,0.5,2021,1000,23.711,
8.10,2,0.5,2021,1200,25.77,
8.10,2,0.5,2021,1400,24.535,
8.10,2,0.5,2022,200,26.769,
8.10,2,0.5,2022,400,23.175,
8.10,2,0.5,2022,600,20.295,
8.10,2,0.5,2022,800,23.202,
8.10,2,0.5,2022,1000,24.864,
8.10,2,0.5,2022,1200,27.088,
8.10,2,0.5,2022,1400,25.739,
8.10,2,0.5,2023,200,27.768,
8.10,2,0.5,2023,400,23.997,
8.10,2,0.5,2023,600,21.041,
8.10,2,0.5,2023,800,24.176,
8.10,2,0.5,2023,1000,25.985,
8.10,2,0.5,2023,1200,28.419,
8.10,2,0.5,2023,1400,26.94,
8.10,2,0.5,2024,200,28.525,
8.10,2,0.5,2024,400,24.674,
8.10,2,0.5,2024,600,21.765,
8.10,2,0.5,2024,800,25.141,
8.10,2,0.5,2024,1000,27.107,
8.10,2,0.5,2024,1200,29.764,
8.10,2,0.5,2024,1400,28.146,
8.10,2,0.5,2025,200,29.21,
8.10,2,0.5,2025,400,25.297,
8.10,2,0.5,2025,600,22.468,
8.10,2,0.5,2025,800,26.101,
8.10,2,0.5,2025,1000,28.232,
8.10,2,0.5,2025,1200,31.124,
8.10,2,0.5,2025,1400,29.357,
8.11,3,0.5,2000,200,1.0,
8.11,3,0.5,2000,400,1.0,
8.11,3,0.5,2000,600,1.0,
8.11,3,0.5,2000,800,1.0,
8.11,3,0.5,2000,1000,1.0,
8.11,3,0.5,2000,1200,1.0,
8.11,3,0.5,2000,1400,1.0,
8.11,3,0.5,2001,200,2.434,
8.11,3,0.5,2001,400,2.15,
8.11,3,0.5,2001,600,1.87,
8.11,3,0.5,2001,800,1.951,
8.11,3,0.5,2001,1000,1.992,
8.11,3,0.5,2001,1200,2.022,
8.11,3,0.5,2001,1400,2.013,
8.11,3,0.5,2002,200,3.692,
8.11,3,0.5,2002,400,3.188,
8.11,3,0.5,2002,600,2.73,
8.11,3,0.5,2002,800,2.913,
8.11,3,0.5,2002,1000,3.0,
8.11,3,0.5,2002,1200,3.066,
8.11,3,0.5,2002,1400,3.044,
8.11,3,0.5,2003,200,4.884,
8.11,3,0.5,2003,400,4.176,
8.11,3,0.5,2003,600,3.581,
8.11,3,0.5,2003,800,3.887,
8.11,3,0.5,2003,1000,4.025,
8.11,3,0.5,2003,1200,4.132,
8.11,3,0.5,2003,1400,4.094,
8.11,3,0.5,2004,200,6.15,
8.11,3,0.5,2004,400,5.243,
8.11,3,0.5,2004,600,4.478,
8.11,3,0.5,2004,800,4.889,
8.11,3,0.5,2004,1000,5.072,
8.11,3,0.5,2004,1200,5.221,
8.11,3,0.5,2004,1400,5.164,
8.11,3,0.5,2005,200,7.447,
8.11,3,0.5,2005,400,6.36,
8.11,3,0.5,2005,600,5.417,
8.11,3,0.5,2005,800,5.918,
8.11,3,0.5,2005,1000,6.142,
8.11,3,0.5,2005,1200,6.33,
8.11,3,0.5,2005,1400,6.253,
8.11,3,0.5,2006,200,8.463,
8.11,3,0.5,2006,400,7.332,
8.11,3,0.5,2006,600,6.369,
8.11,3,0.5,2006,800,6.96,
8.11,3,0.5,2006,1000,7.221,
8.11,3,0.5,2006,1200,7.451,
8.11,3,0.5,2006,1400,7.351,
8.11,3,0.5,2007,200,9.695,
8.11,3,0.5,2007,400,8.446,
8.11,3,0.5,2007,600,7.352,
8.11,3,0.5,2007,800,8.016,
8.11,3,0.5,2007,1000,8.312,
8.11,3,0.5,2007,1200,8.583,
8.11,3,0.5,2007,1400,8.459,
8.11,3,0.5,2008,200,11.126,
8.11,3,0.5,2008,400,9.693,
8.11,3,0.5,2008,600,8.367,
8.11,3,0.5,2008,800,9.088,
8.11,3,0.5,2008,1000,9.414,
8.11,3,0.5,2008,1200,9.727,
8.11,3,0.5,2008,1400,9.577,
8.11,3,0.5,2009,200,12.741,
8.11,3,0.5,2009,400,11.064,
8.11,3,0.5,2009,600,9.414,
8.11,3,0.5,2009,800,10.173,
8.11,3,0.5,2009,1000,10.528,
8.11,3,0.5,2009,1200,10.882,
8.11,3,0.5,2009,1400,10.705,
8.11,3,0.5,2010,200,13.943,
8.11,3,0.5,2010,400,12.214,
8.11,3,0.5,2010,600,10.467,
8.11,3,0.5,2010,800,11.271,
8.11,3,0.5,2010,1000,11.65,
8.11,3,0.5,2010,1200,12.048,
8.11,3,0.5,2010,1400,11.842,
8.11,3,0.5,2011,200,14.873,
8.11,3,0.5,2011,400,13.134,
8.11,3,0.5,2011,600,11.461,
8.11,3,0.5,2011,800,12.36,
8.11,3,0.5,2011,1000,12.776,
8.11,3,0.5,2011,1200,13.227,
8.11,3,0.5,2011,1400,12.985,
8.11,3,0.5,2012,200,15.927,
8.11,3,0.5,2012,400,14.04,
8.11,3,0.5,2012,600,12.315,
8.11,3,0.5,2012,800,13.383,
8.11,3,0.5,2012,1000,13.879,
8.11,3,0.5,2012,1200,14.417,
8.11,3,0.5,2012,1400,14.129,
8.11,3,0.5,2013,200,16.741,
8.11,3,0.5,2013,400,14.787,
8.11,3,0.5,2013,600,13.137,
8.11,3,0.5,2013,800,14.402,
8.11,3,0.5,2013,1000,14.986,
8.11,3,0.5,2013,1200,15.62,
8.11,3,0.5,2013,1400,15.279,
8.11,3,0.5,2014,200,17.461,
8.11,3,0.5,2014,400,15.459,
8.11,3,0.5,2014,600,13.931,
8.11,3,0.5,2014,800,15.418,
8.11,3,0.5,2014,1000,16.097,
8.11,3,0.5,2014,1200,16.835,
8.11,3,0.5,2014,1400,16.436,
8.11,3,0.5,2015,200,18.161,
8.11,3,0.5,2015,400,16.136,
8.11,3,0.5,2015,600,14.742,
8.11,3,0.5,2015,800,16.446,
8.11,3,0.5,2015,1000,17.218,
8.11,3,0.5,2015,1200,18.062,
8.11,3,0.5,2015,1400,17.602,
8.11,3,0.5,2016,200,18.837,
8.11,3,0.5,2016,400,16.815,
8.11,3,0.5,2016,600,15.572,
8.11,3,0.5,2016,800,17.488,
8.11,3,0.5,2016,1000,18.348,
8.11,3,0.5,2016,1200,19.3,
8.11,3,0.5,2016,1400,18.775,
8.11,3,0.5,2017,200,19.493,
8.11,3,0.5,2017,400,17.495,
8.11,3,0.5,2017,600,16.419,
8.11,3,0.5,2017,800,18.542,
8.11,3,0.5,2017,1000,19.489,
8.11,3,0.5,2017,1200,20.549,
8.11,3,0.5,2017,1400,19.957,
8.11,3,0.5,2018,200,20.386,
8.11,3,0.5,2018,400,18.328,
8.11,3,0.5,2018,600,17.298,
8.11,3,0.5,2018,800,19.612,
8.11,3,0.5,2018,1000,20.641,
8.11,3,0.5,2018,1200,21.81,
8.11,3,0.5,2018,1400,21.149,
8.11,3,0.5,2019,200,21.496,
8.11,3,0.5,2019,400,19.305,
8.11,3,0.5,2019,600,18.21,
8.11,3,0.5,2019,800,20.696,
8.11,3,0.5,2019,1000,21.804,
8.11,3,0.5,2019,1200,23.082,
8.11,3,0.5,2019,1400,22.351,
8.11,3,0.5,2020,200,22.807,
8.11,3,0.5,2020,400,20.416,
8.11,3,0.5,2020,600,19.154,
8.11,3,0.5,2020,800,21.795,
8.11,3,0.5,2020,1000,22.979,
8.11,3,0.5,2020,1200,24.365,
8.11,3,0.5,2020,1400,23.563,
8.11,3,0.5,2021,200,23.824,
8.11,3,0.5,2021,400,21.376,
8.11,3,0.5,2021,600,20.11,
8.11,3,0.5,2021,800,22.906,
8.11,3,0.5,2021,1000,24.164,
8.11,3,0.5,2021,1200,25.66,
8.11,3,0.5,2021,1400,24.784,
8.11,3,0.5,2022,200,24.629,
8.11,3,0.5,2022,400,22.166,
8.11,3,0.5,2022,600,21.025,
8.11,3,0.5,2022,800,24.01,
8.11,3,0.5,2022,1000,25.351,
8.11,3,0.5,2022,1200,26.968,
8.11,3,0.5,2022,1400,26.011,
8.11,3,0.5,2023,200,25.567,
8.11,3,0.5,2023,400,22.974,
8.11,3,0.5,2023,600,21.832,
8.11,3,0.5,2023,800,25.055,
8.11,3,0.5,2023,1000,26.517,
8.11,3,0.5,2023,1200,28.288,
8.11,3,0.5,2023,1400,27.238,
8.11,3,0.5,2024,200,26.316,
8.11,3,0.5,2024,400,23.658,
8.11,3,0.5,2024,600,22.615,
8.11,3,0.5,2024,800,26.096,
8.11,3,0.5,2024,1000,27.687,
8.11,3,0.5,2024,1200,29.62,
8.11,3,0.5,2024,1400,28.471,
8.11,3,0.5,2025,200,26.993,
8.11,3,0.5,2025,400,24.287,
8.11,3,0.5,2025,600,23.377,
8.11,3,0.5,2025,800,27.136,
8.11,3,0.5,2025,1000,28.862,
8.11,3,0.5,2025,1200,30.965,
8.11,3,0.5,2025,1400,29.712,
8.12,4,0.5,2000,200,1.0,
8.12,4,0.5,2000,400,1.0,
8.12,4,0.5,2000,600,1.0,
8.12,4,0.5,2000,800,1.0,
8.12,4,0.5,2000,1000,1.0,
8.12,4,0.5,2000,1200,1.0,
8.12,4,0.5,2000,1400,1.0,
8.12,4,0.5,2001,200,2.452,
8.12,4,0.5,2001,400,2.157,
8.12,4,0.5,2001,600,1.877,
8.12,4,0.5,2001,800,1.955,
8.12,4,0.5,2001,1000,1.993,
8.12,4,0.5,2001,1200,2.02,
8.12,4,0.5,2001,1400,2.013,
8.12,4,0.5,2002,200,3.695,
8.12,4,0.5,2002,400,3.19,
8.12,4,0.5,2002,600,2.749,
8.12,4,0.5,2002,800,2.922,
8.12,4,0.5,2002,1000,3.003,
8.12,4,0.5,2002,1200,3.063,
8.12,4,0.5,2002,1400,3.045,
8.12,4,0.5,2003,200,4.854,
8.12,4,0.5,2003,400,4.165,
8.12,4,0.5,2003,600,3.616,
8.12,4,0.5,2003,800,3.901,
8.12,4,0.5,2003,1000,4.03,
8.12,4,0.5,2003,1200,4.127,
8.12,4,0.5,2003,1400,4.095,
8.12,4,0.5,2004,200,6.074,
8.12,4,0.5,2004,400,5.212,
8.12,4,0.5,2004,600,4.527,
8.12,4,0.5,2004,800,4.908,
8.12,4,0.5,2004,1000,5.08,
8.12,4,0.5,2004,1200,5.213,
8.12,4,0.5,2004,1400,5.164,
8.12,4,0.5,2005,200,7.321,
8.12,4,0.5,2005,400,6.308,
8.12,4,0.5,2005,600,5.482,
8.12,4,0.5,2005,800,5.943,
8.12,4,0.5,2005,1000,6.152,
8.12,4,0.5,2005,1200,6.32,
8.12,4,0.5,2005,1400,6.254,
8.12,4,0.5,2006,200,8.304,
8.12,4,0.5,2006,400,7.271,
8.12,4,0.5,2006,600,6.45,
8.12,4,0.5,2006,800,6.991,
8.12,4,0.5,2006,1000,7.233,
8.12,4,0.5,2006,1200,7.437,
8.12,4,0.5,2006,1400,7.352,
